timestamp,soc,power_kw
0,32.63060669343459,85.45329725814403
10,33.311105615723136,85.22860267793205
20,33.99160453801167,86.32770460785753
30,34.672103460300214,85.09330554700256
40,35.35260238258875,84.43483630519307
50,36.03310130487729,85.7241361984321
60,36.71360022716583,85.73905816231395
70,37.39409914945437,84.46220870842338
80,38.07459807174291,87.75324067546529
90,38.75509699403145,86.41369453028003
100,39.43559591631999,83.73702945198484
110,40.116094838608525,89.13958295183569
120,40.79659376089707,85.37744616474497
130,41.4770926831856,88.3914007486226
140,42.157591605474146,84.09337319998706
150,42.83809052776269,87.11938861741032
160,43.51858945005122,86.89741240645454
170,44.19908837233976,84.49402207285651
180,44.8795872946283,89.30932607664367
190,45.560086216916844,86.54289435333405
200,46.24058513920538,83.44950998755212
210,46.92108406149392,86.62795790823462
220,47.601582983782464,83.45416707615053
230,48.282081906071,86.05777931745051
240,48.962580828359535,86.68525945075591
250,49.64307975064808,86.88963086164041
260,50.32357867293662,89.0942923719432
270,51.004077595225155,84.48786203344669
280,51.6845765175137,87.12083374247555
290,52.36507543980224,87.10885397737692
300,53.045574362090775,86.98168389684511
310,53.72607328437931,85.25449467744112
320,64.40657220666785,87.11186365986778
330,65.0870711289564,89.30960390167421
340,65.76757005124493,87.13014364336257
350,66.44806897353347,86.8503628705205
360,67.12856789582202,87.91818711593919
370,67.80906681811055,86.76687265687728
380,68.48956574039909,84.5305357333262
390,69.17006466268762,83.78893651974741
400,69.85056358497617,87.94258069352621
410,70.5310625072647,84.99376624224816
420,71.21156142955324,87.96086294131274
430,71.89206035184179,87.20151857466972
440,72.57255927413033,87.75449525336754
450,73.25305819641886,90.57671704084423
460,73.9335571187074,83.96067460891256
470,74.61405604099595,84.41635715241937
480,75.29455496328448,89.02034615711852
490,75.97505388557303,86.85339604465206
500,76.65555280786157,86.75494165943341
510,77.3360517301501,88.65051661940318
520,78.01655065243864,85.33020923549876
530,78.69704957472717,88.74464720579707
540,79.37754849701571,89.19771863463802
550,80.05804741930426,90.47997957370373
560,80.73854634159281,85.71560644140285
570,81.41904526388134,87.79253641893594
580,82.09954418616988,87.90921857600608
590,82.78004310845841,87.46994670741599
600,83.46054203074695,86.86907351797375
610,84.14104095303549,83.91014115470537
620,84.82153987532404,89.03789404252593
630,85.50203879761257,85.4128625306828
640,86.18253771990112,86.14434303613054
650,86.86303664218966,85.81833251162728
660,87.54353556447819,84.17633028303794
670,88.22403448676673,89.29927982811205
680,88.90453340905526,86.99651485435652
690,89.58503233134381,85.35554481927828
700,90.26553125363235,79.66349057004938
710,90.9460301759209,73.37317432427106
720,91.62652909820943,67.55959218363317
730,92.30702802049797,62.54166146608878
740,92.9875269427865,58.78599103954558
750,93.66802586507504,54.7527567738027
760,94.34852478736359,45.94157694673584
770,95.02902370965212,45.02263805858412
780,95.70952263194067,40.51031570024291
790,96.39002155422921,37.99267652765649
800,97.07052047651774,36.93371858494234
810,97.75101939880628,31.203772459459792
820,98.43151832109481,30.141868687559406
830,99.11201724338336,25.72685035774992
840,99.7925161656719,21.95863681728605
850,100.47301508796045,24.52536302172749
860,101.15351401024898,20.181956288900547
870,101.83401293253752,17.366685635958515
880,102.51451185482605,17.298246643639857
890,103.19501077711459,18.304355758475467
900,103.87550969940314,14.670909072346982
910,104.55600862169167,14.201248184816894
920,105.0,11.853193029844098
930,105.0,10.492363500677028
940,105.0,10.885627864824842
950,105.0,9.547888820693817
960,105.0,10.453943125914805
970,105.0,8.54177213266072
980,105.0,7.094539604272057
990,105.0,7.476384603852251
