timestamp,soc,power_kw
0,18.72348078767952,64.59827642634707
10,19.54445572921811,65.20575423692435
20,20.3654306707567,65.54202446750419
30,21.186405612295292,66.08196099876238
40,22.007380553833883,67.04313668516771
50,22.828355495372474,69.10712355031525
60,23.649330436911065,64.64483063119883
70,24.470305378449655,66.62925851150645
80,25.291280319988246,65.00468254495364
90,26.112255261526837,65.86781992296875
100,26.933230203065428,66.62072865809156
110,27.75420514460402,66.53575372096344
120,28.57518008614261,64.87016411927583
130,29.3961550276812,66.82240944064634
140,30.21712996921979,66.03248155284025
150,31.03810491075838,67.80764997630406
160,31.859079852296972,65.77604067808488
170,32.680054793835566,66.02872945805471
180,33.50102973537415,66.2809290168212
190,34.32200467691274,67.19052656213614
200,35.142979618451335,66.25229493541538
210,35.96395455998993,66.77542004728589
220,36.78492950152852,67.70500134179053
230,37.605904443067104,64.66016681124968
240,38.4268793846057,66.12986938969144
250,39.24785432614429,66.2799739871909
260,40.06882926768288,67.4532371454066
270,40.88980420922147,66.00525672184997
280,41.71077915076006,66.88151552854116
290,42.531754092298655,65.85968816834124
300,43.35272903383724,63.88829823823653
310,44.17370397537583,66.98235733597912
320,44.994678916914424,68.20139274281935
330,45.81565385845302,63.7747348190024
340,46.636628799991605,66.293821461228
350,47.45760374153019,66.19915338982058
360,48.27857868306879,67.69348758146906
370,49.09955362460738,65.04331610243243
380,49.92052856614597,62.4020888281385
390,50.741503507684556,64.99699117058667
400,51.56247844922315,64.33829989513386
410,52.383453390761744,65.03617241792746
420,53.20442833230033,66.95692704024232
430,54.02540327383892,67.07252929313397
440,54.84637821537751,65.81181275441661
450,55.66735315691611,65.90342826512457
460,56.488328098454694,63.52178186125145
470,57.30930303999328,65.21733438063727
480,58.130277981531876,65.2996251523183
490,58.95125292307047,64.45474671904918
500,59.77222786460906,65.7417115958735
510,60.593202806147644,65.99365238296024
520,61.41417774768624,65.43203797788988
530,62.23515268922483,65.62513520943185
540,63.05612763076342,63.66902281447675
550,63.87710257230201,66.23466848281753
560,64.6980775138406,64.19803684107988
570,65.5190524553792,64.74445213735575
580,66.34002739691778,66.12516744742493
590,67.16100233845637,67.10918907725026
600,67.98197727999496,66.30769613038605
610,68.80295222153356,65.71760042598845
620,69.62392716307215,64.71194310813227
630,70.44490210461073,65.5884460839417
640,71.26587704614933,64.86753271189164
650,72.08685198768792,67.09791551681467
660,72.9078269292265,65.01202242993014
670,73.7288018707651,64.13887728129029
680,74.54977681230369,64.42732830839617
690,75.37075175384228,64.19622008184747
700,76.19172669538088,54.924416174695025
710,77.01270163691946,49.89565410082623
720,77.83367657845805,43.205880794417794
730,78.65465151999665,36.67599873261518
740,79.47562646153523,33.02695214685821
750,80.29660140307382,27.282938994666036
760,81.11757634461242,25.99434460231867
770,81.93855128615101,23.687084970817185
780,82.75952622768959,19.335551544079006
790,83.58050116922819,16.520860617164615
800,84.40147611076678,16.66562370561807
810,85.22245105230537,11.317189975846063
820,86.04342599384397,9.711329342302665
830,86.86440093538255,9.346378696322109
840,87.68537587692114,8.8374377594168
850,88.50635081845974,8.028347783681415
860,89.32732575999832,5.577783809700012
870,90.14830070153691,7.308209825991896
880,90.9692756430755,4.9374683060661
890,91.7902505846141,4.536384748035197
900,92.6112255261527,3.381743034103727
910,93.43220046769127,3.3179212922601673
920,94.25317540922987,1.7172889610188258
930,95.07415035076846,5.130841642167496
940,95.89512529230704,0.7332770370254258
950,96.71610023384564,0.0
960,97.53707517538423,3.0610256721839897
970,98.35805011692283,0.8331963945049464
980,99.17902505846142,1.0145885891936324
990,100.0,2.275225717789345
