timestamp,soc,power_kw
0,65.59716802835112,97.48110312209066
10,65.9446713816001,95.46384254002699
20,66.29217473484908,94.7041848059521
30,66.63967808809805,95.99443526449464
40,66.98718144134703,97.12370043688838
50,67.33468479459601,93.04467066919858
60,67.682188147845,96.90535672079679
70,68.02969150109396,93.32194004676917
80,68.37719485434295,92.94737136706975
90,68.72469820759193,93.32452191617296
100,69.07220156084091,94.68267415907188
110,69.41970491408989,93.74782122891013
120,69.76720826733886,96.40386987934174
130,70.11471162058784,94.68745554823688
140,70.46221497383682,96.91659063093306
150,70.8097183270858,92.30567955894753
160,71.15722168033477,93.75758171824101
170,71.50472503358375,93.45233814709947
180,71.85222838683273,92.05249401598634
190,72.19973174008172,95.6487644772806
200,72.5472350933307,93.15508276999402
210,72.89473844657967,92.73886204228565
220,73.24224179982865,90.30845188645037
230,73.58974515307763,93.16297543368138
240,73.93724850632661,92.43117801047877
250,74.28475185957558,94.81505825318585
260,74.63225521282456,93.50889906108853
270,74.97975856607354,94.23036173186964
280,75.32726191932252,92.33181379753077
290,75.6747652725715,91.32846673808797
300,76.02226862582047,94.91307713637248
310,76.36977197906945,90.53330053650045
320,76.71727533231844,95.86278265698499
330,77.06477868556742,89.90121171335336
340,77.41228203881639,90.4393240331195
350,77.75978539206537,86.22500126329328
360,78.10728874531435,80.95572024781318
370,78.45479209856333,76.65530569621308
380,78.80229545181231,75.59320350473162
390,79.14979880506128,73.96388371160154
400,79.49730215831026,73.77011695245102
410,79.84480551155924,68.55440629362764
420,80.19230886480823,64.90375819055105
430,80.5398122180572,62.169916690279024
440,80.88731557130617,57.96915048513012
450,81.23481892455516,56.99979944021212
460,81.58232227780414,52.87478617532161
470,81.92982563105312,54.07445820718077
480,82.27732898430209,53.57519720567647
490,82.62483233755107,52.98342146563884
500,82.97233569080005,47.690724544335396
510,83.31983904404903,43.266591438520436
520,83.667342397298,42.11187559027707
530,84.01484575054698,41.06104180730442
540,84.36234910379596,41.60870197429448
550,84.70985245704495,39.48851686137687
560,85.05735581029393,38.49152975370158
570,85.4048591635429,36.30714376908881
580,85.75236251679188,37.16767001018145
590,86.09986587004086,36.40301245324878
600,86.44736922328984,33.876902448453336
610,86.79487257653881,27.344572559001936
620,87.14237592978779,30.93474711707507
630,87.48987928303677,29.346268341822025
640,87.83738263628575,26.986398244645383
650,88.18488598953473,24.01342055879748
660,88.5323893427837,25.429832594484417
670,88.87989269603268,22.627333317426054
680,89.22739604928167,18.566535626200253
690,89.57489940253065,25.3948506753405
700,89.92240275577961,21.656427684989744
710,90.2699061090286,22.37749316644704
720,90.61740946227758,20.555741465775586
730,90.96491281552656,16.604005558915894
740,91.31241616877554,18.668857366735146
750,91.65991952202451,17.713362257495714
760,92.00742287527349,18.33970270911519
770,92.35492622852247,17.205379413843527
780,92.70242958177145,13.313998586595229
790,93.04993293502042,14.887136736504507
800,93.3974362882694,14.635534240607068
810,93.74493964151839,12.327722647527082
820,94.09244299476737,11.86375452158847
830,94.43994634801635,13.27765557611398
840,94.78744970126532,17.135084717453637
850,95.1349530545143,15.311561297922045
860,95.48245640776328,11.142391630865566
870,95.82995976101226,10.918870323308978
880,96.17746311426123,11.845238258786358
890,96.52496646751021,10.107172259458087
900,96.87246982075919,12.230841870478123
910,97.21997317400817,9.658109897567982
920,97.56747652725716,7.435673756589284
930,97.91497988050614,7.917019680091219
940,98.2624832337551,8.128856119697902
950,98.60998658700409,9.406595548649959
960,98.95748994025305,11.227934043316122
970,99.30499329350204,6.3393923340847955
980,99.65249664675102,6.194131591505383
990,100.0,3.0262070212816674
